fecha,tipo_servicio,nombre_servicio,puntuacion,comentario,idioma
2024-12-08,Ruta,Composable Cloud - Apollo Heights,3,"Experiencia promedio. guía muy informativo, aunque guía poco informado.",
2019-01-02,Hotel,GreenLake Platinum Heritage Inn,4,Experiencia agradable. instalaciones modernas. Recomendable.,
2024-10-18,Hotel,Cray Villas,5,¡Mi experiencia en Cray Villas fue simplemente increíble y merece un rotundo 5/5 estrellas! Desde el momento en que llegué me sorprendió lo tranquilo y relajante que es el lugar. El nivel de ruido es prácticamente inexistente lo que me permitió disfrutar de un descanso profundo y reparador. Las villas están ubicadas en un entorno natural precioso rodeado de vegetación lo que contribuye a esa sensación de paz y privacidad. ¡Nunca escuché a los vecinos ni ruidos molestos algo que valoro muchísimo! El desayuno fue otro punto destacado de mi estancia. Cada mañana me recibían con una variedad de opciones frescas y deliciosas desde frutas tropicales recién cortadas hasta platos calientes preparados al momento. Me encantó el detalle de que ofrecían jugos naturales y café de especialidad ¡un verdadero lujo para empezar el día con energía! Además el personal fue extremadamente amable y atento siempre dispuesto a ajustar el menú según mis preferencias. Un detalle que nunca olvidaré fue la noche en que decidí cenar en la terraza de mi villa. El equipo de Cray Villas preparó una mesa con velas y decor,
2019-08-11,Ruta,Aruba Central - ProLiant Village,2,¡¡¡QUÉ DECEPCIÓN MÁS GRANDE!!! ¡NO PUEDO CREER QUE GASTÉ MI DINERO Y MI TIEMPO EN ESTA RUTA LLAMADA 'ARUBA CENTRAL - PROLIANT VILLAGE'!!! 😡😡😡 ¡ESTO FUE UNA PESADILLA DESDE EL PRINCIPIO HASTA EL FINAL!!! ¡PRIMERO QUE NADA LA DIFICULTAD ESTÁ TOTALMENTE SUBESTIMADA!!! ¡NOS DIJERON QUE ERA 'MODERADA' PERO FUE UNA AUTÉNTICA TORTURA!!! ¡Caminamos durante HORAS bajo un sol abrasador sin sombra ni agua suficiente!!! ¡Y LAS SEÑALIZACIONES ERAN CASI INEXISTENTES!!! ¡NOS PERDIMOS TRES VECES!!! ¡TRES!!! 😤,
2021-05-04,Ruta,ProLiant Village - Aruba Central,4,Ruta recomendable. transporte cómodo. Disfrutamos mucho.,
2020-02-10,Hotel,Pointnext Signature Residences & Suites,4,Experiencia agradable. desayuno delicioso. Recomendable.,
2019-10-12,Servicio,Comercializadora VCRE S.A. Tienda,5,¡Qué experiencia tan increíble con Comercializadora VCRE S.A. Tienda! Les doy 5/5 estrellas sin dudarlo. Desde el primer momento su eficiencia me dejó impresionado. Hice un pedido en línea y llegó al día siguiente perfectamente empaquetado y sin ningún problema. La calidad de los productos es excepcional todo se veía y sentía como de primera. Además la atención al cliente es de otro nivel. Hablé con María una empleada super amable y profesional que me ayudó a resolver una duda sobre un producto y lo hizo con tanta paciencia y claridad que me sentí muy bien atendido. La tienda es muy accesible tanto en su página web como en su ubicación física y todo el proceso fue súper sencillo. Definitivamente recomiendo esta tienda a todo el mundo. ¡Gracias Comercializadora VCRE S.A. por una experiencia tan maravillosa! (Nota: sí sé que escribí 'gracias' mal pero es que estoy tan emocionado que ni me di cuenta jaja).,
2022-07-22,Servicio,Leal y Batalla S.A.T. Tienda,4,Buen servicio en general. excelente relación calidad-precio. Solo un detalle del menú no estaba disponible.,
2021-08-21,Ruta,GreenLake Shores - Nimble Peak,4,Ruta recomendable. vistas impresionantes. Disfrutamos mucho.,
2024-07-12,Hotel,Apollo Diamond Suites,5,Excelente hotel. instalaciones modernas. personal amable. ¡Volveré seguro!,
2023-02-28,Servicio,Eric Landa Chaparro S.A.U Restaurante,1,Servicio pésimo. personal poco profesional. No lo recomiendo.,
2023-07-13,Ruta,Simplivity Springs - Nimble Peak,2,Ruta poco interesante. demasiado larga. Esperaba más.,
2021-03-25,Ruta,Apollo Heights - Composable Cloud,4,¡¡¡WOW WOW WOW!!! ¡LA RUTA 'APOLLO HEIGHTS - COMPOSABLE CLOUD' ES UNA EXPERIENCIA QUE NUNCA OLVIDARÉ!!! 😍✨ ¡La combinación de paisajes IMPRESIONANTES y la emoción de la aventura me dejó SIN PALABRAS! ¡La dificultad es MODERADA perfecta para quienes buscan un reto sin llegar a ser extremo! 🏞️💪 ¡Aunque hay algunos tramos un poco empinados con un poco de esfuerzo y determinación se puede lograr! ¡ESTOY ORGULLOSO DE HABERLO COMPLETADO! 🥾🌟 En cuanto a la SEGURIDAD ¡ME SENTÍ MUY CÓMODO! 🛡️👍 ¡El camino está bien mantenido y no sentí que hub,
2022-08-19,Servicio,Vinicio Jove Huertas S.L.L. Museo,5,Experiencia increíble. servicio rápido. Lo mejor: servicio rápido.,
2021-04-22,Hotel,InfoSight Boutique Hotel,5,Excelente hotel. instalaciones modernas. habitaciones cómodas. ¡Volveré seguro!,
2024-01-09,Hotel,GreenLake Digital Business Suites,2,¡Ah qué experiencia tan 'inolvidable' en los *GreenLake Digital Business Suites*! Donde el 'confort' y el 'valor' se redefinen de maneras que nunca imaginé... Primero la cama: un verdadero 'placer' para la espalda si lo que buscas es sentirte como si hubieras dormido en un banco del parque. Las sábanas con ese toque 'vintage' de desgaste le daban un aire de autenticidad... o quizás solo eran viejas quién sabe. En cuanto al 'valor' definitivamente pagué por una suite 'digital'... aunque lo único digital que vi fue el reloj de la mesita de noche que parpadeaba las 12:00 como si estuviera en una película de los 90. Por cierto el Wi-Fi era tan rápido que p,
2023-12-30,Hotel,dHCI Platinum Beach Resort,3,[Error: Could not generate text due to API failure],
2019-04-09,Servicio,Dávila y Mascaró S.Com. Atracción,5,Experiencia increíble. personal atento. Lo mejor: servicio rápido.,
2020-01-02,Servicio,López & Asociados S.Com. Atracción,4,Vaig contractar els serveis de 'López & Asociados S.Com. Atracció' per a una qüestió laboral i en general vaig quedar força satisfet. L'eficiència del seu equip és destacable ja que van resoldre el meu cas en un temps rècord i sense complicacions innecessàries. Van ser molt professionals en tot moment i em van mantenir informat en cada pas cosa que vaig agrair molt. Pel que fa al valor considero que el preu és just per la qualitat del servei que ofereixen encara que potser podrien ajustar una mica més els costos per ser més accessibles. Tot i això el resultat final va superar les meves expectatives i sense dubte els recomanaria a qui necessiti assistència legal. Per això els dono una valoració de,
2021-06-18,Ruta,Composable Cloud - Apollo Heights,4,Mi experiencia en la ruta turística 'Composable Cloud - Apollo Heights' fue muy gratificante y la calificaría con 4/5 estrellas. En cuanto al valor considero que el precio es justo por todo lo que ofrece desde paisajes impresionantes hasta actividades bien organizadas. Las atracciones son variadas y emocionantes especialmente el mirador en Apollo Heights desde donde se aprecia una vista panorámica que quita el aliento. Sin embargo la dificultad de la ruta fue un poco más alta de lo que esperaba especialmente en los tramos finales donde el terreno es bastante empinado y resbaladizo. Durante el recorrido tuve la suerte de conocer a un guía llamado Carlos quien fue muy amable y conocedor. Nos explicó detalles interesantes sobre la flora y fauna local lo que hizo que la experiencia fuera aún más enriqueced,
2024-07-22,Servicio,Garcia y asociados S.Com. Tour Guiado,5,Experiencia increíble. instalaciones impecables. Lo mejor: personal atento.,
2021-01-19,Servicio,Banco Mendez S.Com. Restaurante,5,¡Servicio excelente! personal atento. gran variedad de opciones. Volveré sin duda.,
2024-01-25,Ruta,Simplivity Springs - Alletra City,4,Ruta recomendable. puntos de interés fascinantes. Disfrutamos mucho.,
2023-12-08,Hotel,Cray Villas,3,"Experiencia promedio. desayuno delicioso, pero desayuno de baja calidad.",
2023-12-11,Hotel,Apollo Executive Beach Resort,5,¡Mi experiencia en el Apollo Executive Beach Resort fue simplemente increíble! Desde el momento en que llegué me sentí como en casa. Las instalaciones son de primera categoría: la piscina con vista al mar es espectacular el gimnasio está bien equipado y el spa ofrece tratamientos relajantes que son un verdadero lujo. Además el personal siempre estuvo atento y amable dispuesto a ayudar en todo lo que necesité. La habitación superó todas mis expectativas. Era espaciosa luminosa y estaba impecablemente limpia. Me encantó la decoración moderna y el balcón privado con vistas al océano donde disfruté de unas puestas de sol inolvidables. La cama era extremadamente cómoda y el baño con su ducha de lluvia fue un detalle que aprecié muchísimo. El desayuno fue otro punto destacado de mi estancia. La variedad de opciones era impresionante: desde frutas frescas y yogures hasta platos calientes como huevos benedictinos y waffles recién hechos. Todo estaba delicioso y preparado con ingredientes de alta calidad. Un detalle que me encantó fue que ofrecían jugos naturales recién exprimidos algo que no siempre encuentras,
2024-09-17,Servicio,Hermanos Torres S.A. Tienda,4,Experiencia agradable. personal atento. Recomendable.,
2023-03-03,Ruta,Aruba Central - Nimble Peak,5,Experiencia inolvidable. puntos de interés fascinantes. Lo mejor: transporte cómodo.,
2024-05-13,Hotel,Alletra Resort,3,Mi estancia en el Alletra Resort fue una experiencia mixta. La decoración del hotel es moderna y elegante con toques minimalistas que le dan un aire sofisticado. Sin embargo las habitaciones aunque limpias resultaron más pequeñas de lo que esperaba para un resort de esta categoría. Durante mi estadía noté que el espacio en la habitación doble era limitado especialmente con dos maletas abiertas lo que dificultaba moverse con comodidad. Un detalle que destacó fue la atención del personal siempre amable y dispuesto a ayudar lo que hizo que la estancia fuera más agradable. Aunque el hotel tiene,
2024-01-03,Hotel,Cray Villas,3,"Aceptable, pero con margen de mejora. ruido excesivo.",
2022-10-13,Servicio,Garcia y asociados S.Com. Tour Guiado,4,Buen servicio en general. gran variedad de opciones. Solo pequeño malentendido con la reserva.,
2024-01-21,Servicio,Desarrollo Oller & Asociados S.L.N.E Parque,2,¡¡¡NO PUEDO CREER LO MAL QUE FUE MI EXPERIENCIA CON DESARROLLO OLLER & ASOCIADOS S.L.N.E PARQUE!!! ¡ES INCREÍBLE QUE UN SERVICIO PUEDA SER TAN DESASTROSO! ¡LA ACTITUD DEL PERSONAL FUE HORRIBLE! ¡NI SIQUIERA SE MOLESTARON EN SONREÍR O SER AMABLES! ¡ME SENTÍ COMO SI ESTUVIERA MOLESTANDO CON MI PRESENCIA! ¡INACEPTABLE! ¡LA EFICIENCIA ES INEXISTENTE! ¡PASÉ HORAS ESPERANDO PARA QUE AL FINAL ME DIJERAN QUE NO PODÍAN RESOLVER MI PROBLEMA! ¡¿EN SERIO?! ¡¿PARA ESO ME HICIERON PERDER EL TIEMPO?! ¡NO TI,
2022-02-24,Servicio,Transportes Bou S.L. Restaurante,1,[Error: Could not generate text due to API failure],
2020-08-28,Ruta,Ezmeral Valley - Composable Cloud,5,¡Qué experiencia increíble en el valle de Ezmeralda y la Ruta Composable Cloud! Sin duda le doy 5/5 estrellas. Primero quiero destacar que aunque había algo de gente no se sentía abarrotado. Había suficiente espacio para disfrutar de las vistas sin sentir que estabas en un parque temático. El valor por el precio es excelente; pagamos una tarifa razonable y obtuvimos acceso a senderos bien mantenidos miradores impresionantes y hasta una pequeña guía digital que nos ayudó a entender la historia del lugar. Las atracciones son simplemente espectaculares. Desde las cascadas cristalinas hasta los bosques nublados cada paso del camino era una foto lista para Instagram. Un momento que nunca olvidaré fue cuando llegamos al mirador 'Nube Dorada' al atardecer. ¡Las nubes se abrieron justo a tiempo para revelar un arcoíris sobre el valle! Fue mágico. En cuanto a la dificultad diría que es moderada. Hay algunas subidas un poco empinadas pero nada que una persona con un estado físico promedio no pueda manejar. Eso sí recomiendo llevar buen calzado y agua suficiente. En resumen si buscas una ruta que combine belle,
2019-08-09,Hotel,Primera Grand,4,Buena estancia en general. personal amable. Solo el wifi era un poco lento.,
2023-01-29,Servicio,Fábrica Navarro S.A. Parque,4,Buen servicio en general. gran variedad de opciones. Solo pequeño malentendido con la reserva.,
2020-01-30,Servicio,Suministros Pujol y asociados S.A.T. Restaurante,3,'Quina experiència... inoblidable! Suministros Pujol y asociados S.A.T. Restaurante és sense dubte un lloc on el temps es deté i la professionalitat és... una opció. Vaig arribar amb ganes de menjar però em van oferir una lliçó de paciència: 45 minuts esperant per un plat que suposo estava sent preparat amb la màgia de l’artesania més lenta. El cambrer un autèntic expert en l’art de no fer contacte visual em va servir amb una actitud que podríem definir com a... 'minimal,
2022-10-20,Servicio,Rubio & Asociados S.Com. Museo,5,Je tiens à exprimer ma profonde gratitude à l'équipe de **Rubio & Asociados S.Com. Museo** pour leur service exceptionnel. Dès le premier contact leur communication a été claire professionnelle et chaleureuse. Ils ont répondu à toutes mes questions avec patience et précision ce qui m'a immédiatement mis en confiance. Leur efficacité est tout simplement remarquable : chaque étape du processus a été gérée avec rapidité et rigueur sans la moindre erreur. J'ai été particulièrement impressionné par leur accessibilité que ce soit par téléphone e-mail ou même en personne. Ils ont toujours été disponibles pour m'accompagner même en dehors des heures habituelles de bureau. Un détail qui m'a marqué : lors de ma visite au musée un membre de leur équipe m'a guidé personnellement pour m'expliquer en détail les œuvres exposées ce qui a grandement enrichi mon expérience. Cela montre à quel point ils vont au-delà des attentes pour satisfaire leurs clients. Je recommande vivement **Rubio & Asociados S.Com. Museo** à tous ceux qui recherchent un service de qualité fiable et attentionné. Mon conseil pour les futurs clients : n'hésitez pas à poser toutes vos questions car leur équipe,
